country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",27-03-2025 13:00,28.6514781,77.1473105,PM2.5,95,379,262
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",27-03-2025 13:00,28.6514781,77.1473105,SO2,2,29,19
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",27-03-2025 13:00,28.5504249,77.2159377,PM2.5,48,330,203
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",27-03-2025 13:00,28.674045,77.131023,NH3,7,14,9
India,Delhi,Delhi,"Pusa, Delhi - DPCC",27-03-2025 13:00,28.639652,77.146275,PM10,92,326,190
India,Delhi,Delhi,"Pusa, Delhi - IMD",27-03-2025 13:00,28.63611,77.173332,PM2.5,26,330,183
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",27-03-2025 13:00,28.563262,77.186937,PM10,102,500,265
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",27-03-2025 13:00,28.563262,77.186937,NO2,12,106,61
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",27-03-2025 13:00,28.56789,77.250515,OZONE,4,300,170
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",27-03-2025 13:00,28.530785,77.271255,NO2,43,144,93
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",27-03-2025 13:00,28.530785,77.271255,CO,18,130,68
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",27-03-2025 13:00,28.530785,77.271255,OZONE,8,185,51
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",27-03-2025 13:00,28.623763,77.287209,PM2.5,33,314,178
India,Delhi,Delhi,"Narela, Delhi - DPCC",27-03-2025 13:00,28.822836,77.101981,PM10,81,500,310
India,Delhi,Delhi,"Narela, Delhi - DPCC",27-03-2025 13:00,28.822836,77.101981,NO2,19,77,48
India,Delhi,Delhi,"Narela, Delhi - DPCC",27-03-2025 13:00,28.822836,77.101981,SO2,11,52,31
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",27-03-2025 13:00,28.56789,77.250515,PM2.5,30,366,211
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",27-03-2025 13:00,23.002657,72.591912,PM10,78,152,101
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",27-03-2025 13:00,23.002657,72.591912,OZONE,19,61,43
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",27-03-2025 13:00,28.699793,77.165453,CO,54,118,70
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",27-03-2025 13:00,12.9135218,77.5950804,PM10,58,118,92
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",27-03-2025 13:00,12.9135218,77.5950804,NH3,7,12,7
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",27-03-2025 13:00,12.9135218,77.5950804,CO,27,34,33
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",27-03-2025 13:00,12.951913,77.539784,NO2,14,19,16
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",27-03-2025 13:00,12.9756843,77.5660749,NO2,31,36,34
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",27-03-2025 13:00,13.029152,77.585901,NO2,66,101,79
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",27-03-2025 13:00,13.029152,77.585901,NH3,1,1,1
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",27-03-2025 13:00,13.029152,77.585901,CO,8,54,17
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",27-03-2025 13:00,12.938539,77.5901,PM2.5,33,93,49
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",27-03-2025 13:00,12.920984,77.584908,PM10,48,136,84
India,Kar45taka,Bengaluru,"Jigani, Bengaluru - KSPCB",27-03-2025 13:00,12.7816279,77.6299145,PM2.5,45,45,45
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",27-03-2025 13:00,13.0246342,77.5080115,CO,32,50,34
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",27-03-2025 13:00,12.917348,77.622813,OZONE,3,45,16
India,Kar45taka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",27-03-2025 13:00,13.428828,77.731418,NH3,45,45,45
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",27-03-2025 13:00,13.328028,75.797056,PM2.5,45,79,64
India,Kar45taka,Bengaluru,"Kasturi 45gar, Bengaluru - KSPCB",27-03-2025 13:00,13.003872,77.664217,CO,45,45,45
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",27-03-2025 13:00,13.0270199,77.494094,OZONE,27,70,43
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",27-03-2025 13:00,12.921418,77.502466,PM2.5,55,57,56
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",27-03-2025 13:00,12.990328,77.5431385,CO,10,120,66
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",27-03-2025 13:00,28.376058,77.315741,PM10,53,61,55
India,Harya45,Faridabad,"Sector 30, Faridabad - HSPCB",27-03-2025 13:00,28.4417,77.3217,SO2,45,45,45
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",27-03-2025 13:00,28.422681,77.148944,PM10,93,404,239
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",27-03-2025 13:00,28.422681,77.148944,OZONE,8,106,32
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",27-03-2025 13:00,23.221714,72.654328,SO2,3,5,5
India,Gujarat,Surat,"Science Center, Surat - SMC",27-03-2025 13:00,21.170046,72.795405,NO2,11,17,14
India,Gujarat,Surat,"Science Center, Surat - SMC",27-03-2025 13:00,21.170046,72.795405,SO2,42,46,44
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",27-03-2025 13:00,20.362421,72.918013,PM2.5,35,166,67
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",27-03-2025 13:00,34.066206,74.81982,NO2,21,21,21
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",27-03-2025 13:00,34.066206,74.81982,NH3,2,2,2
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",27-03-2025 13:00,16.172806,75.659694,PM10,49,50,49
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",27-03-2025 13:00,28.4275,77.1465,OZONE,21,42,31
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",27-03-2025 13:00,28.3153,76.9143,PM2.5,23,76,44
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",27-03-2025 13:00,28.39072,77.30059,NH3,8,9,9
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",27-03-2025 13:00,13.94,75.555917,SO2,4,11,9
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",27-03-2025 13:00,13.377516,77.099072,NO2,18,18,18
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",27-03-2025 13:00,13.377516,77.099072,OZONE,5,6,6
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",27-03-2025 13:00,16.7602,77.1428,SO2,3,29,16
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",27-03-2025 13:00,10.073232,76.302765,NO2,7,8,8
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",27-03-2025 13:00,10.073232,76.302765,CO,16,79,37
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",27-03-2025 13:00,11.875,75.3732,NH3,2,3,3
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",27-03-2025 13:00,15.34763,76.181767,SO2,11,24,17
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",27-03-2025 13:00,12.415911,75.73505,PM10,10,34,24
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",27-03-2025 13:00,12.415911,75.73505,NH3,1,1,1
India,Kar45taka,Mangalore,"Kadri, Mangalore - KSPCB",27-03-2025 13:00,12.88925,74.853,PM2.5,45,45,45
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",27-03-2025 13:00,12.88925,74.853,CO,26,26,26
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",27-03-2025 13:00,12.88925,74.853,OZONE,34,34,34
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",27-03-2025 13:00,12.21041,76.37376,PM2.5,27,62,47
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",27-03-2025 13:00,12.21041,76.37376,NO2,13,29,20
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",27-03-2025 13:00,23.233584,77.400574,NH3,16,35,26
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",27-03-2025 13:00,23.233584,77.400574,CO,4,104,10
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",27-03-2025 13:00,23.81748678,79.446246,PM2.5,7,75,40
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",27-03-2025 13:00,23.81748678,79.446246,SO2,16,19,18
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",27-03-2025 13:00,22.9682591,76.064118,PM10,73,192,125
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",27-03-2025 13:00,22.9682591,76.064118,NO2,26,156,93
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",27-03-2025 13:00,22.9682591,76.064118,SO2,17,101,55
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",27-03-2025 13:00,22.9682591,76.064118,CO,7,74,26
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",27-03-2025 13:00,8.5149093,76.9435879,NO2,5,16,9
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",27-03-2025 13:00,8.5149093,76.9435879,NH3,2,3,2
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",27-03-2025 13:00,23.264759,77.381568,NH3,3,8,5
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",27-03-2025 13:00,23.210494,77.425409,NO2,15,139,56
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",27-03-2025 13:00,23.210494,77.425409,SO2,6,24,12
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",27-03-2025 13:00,15.3714823,75.1160168,PM2.5,36,40,38
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",27-03-2025 13:00,15.3714823,75.1160168,PM10,45,47,46
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",27-03-2025 13:00,15.3714823,75.1160168,NH3,1,2,2
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",27-03-2025 13:00,17.336318,76.847397,NH3,3,3,3
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",27-03-2025 13:00,17.336318,76.847397,SO2,3,6,4
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",27-03-2025 13:00,15.459706,75.008381,PM2.5,42,69,51
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",27-03-2025 13:00,15.411456,75.638133,PM10,33,44,37
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",27-03-2025 13:00,15.411456,75.638133,SO2,13,21,18
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",27-03-2025 13:00,14.7918,75.3896,PM2.5,39,51,44
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",27-03-2025 13:00,12.733409,77.298051,NO2,5,14,9
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",27-03-2025 13:00,12.733409,77.298051,CO,2,42,19
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",27-03-2025 13:00,12.733409,77.298051,OZONE,8,198,43
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",27-03-2025 13:00,13.94,75.555917,PM2.5,29,47,34
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",27-03-2025 13:00,13.328028,75.797056,OZONE,21,41,33
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",27-03-2025 13:00,14.4758,75.9052,PM2.5,28,70,46
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",27-03-2025 13:00,8.5637,76.8865,PM10,59,78,69
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",27-03-2025 13:00,23.218135,79.95777,SO2,8,35,21
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",27-03-2025 13:00,23.50016,80.23284,NH3,2,4,3
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",27-03-2025 13:00,23.50016,80.23284,SO2,14,46,30
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",27-03-2025 13:00,24.2613009,80.7231783,CO,18,46,20
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",27-03-2025 13:00,23.10844,77.511428,PM10,71,400,149
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",27-03-2025 13:00,23.10844,77.511428,NO2,26,257,81
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",27-03-2025 13:00,23.10844,77.511428,SO2,8,110,38
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",27-03-2025 13:00,22.624758,75.675238,PM10,102,202,138
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",27-03-2025 13:00,26.259242,78.216432,OZONE,2,69,38
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",27-03-2025 13:00,26.200388,78.147714,SO2,10,32,20
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",27-03-2025 13:00,22.7289,75.8076,PM10,40,134,80
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",27-03-2025 13:00,22.431,75.5213,PM10,99,256,149
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",27-03-2025 13:00,22.431,75.5213,NH3,5,9,7
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",27-03-2025 13:00,22.678,75.8559,NO2,40,58,49
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",27-03-2025 13:00,20.9402359,77.7895248,SO2,14,18,15
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",27-03-2025 13:00,20.939198,77.765701,PM10,66,401,125
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",27-03-2025 13:00,20.939198,77.765701,SO2,19,28,23
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",27-03-2025 13:00,20.939198,77.765701,CO,39,105,59
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",27-03-2025 13:00,19.87562,75.38731,CO,32,64,45
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",27-03-2025 13:00,19.87562,75.38731,OZONE,10,81,36
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",27-03-2025 13:00,24.10897,82.64558,NO2,1,33,18
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",27-03-2025 13:00,23.182719,75.768218,NH3,3,5,4
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",27-03-2025 13:00,23.182719,75.768218,SO2,6,51,18
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",27-03-2025 13:00,23.182719,75.768218,OZONE,45,67,51
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",27-03-2025 13:00,19.10122,74.73339,NH3,1,23,11
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",27-03-2025 13:00,22.7084,75.8815,OZONE,10,22,15
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",27-03-2025 13:00,23.163174,79.973061,PM2.5,20,80,45
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",27-03-2025 13:00,23.163174,79.973061,PM10,36,115,69
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",27-03-2025 13:00,23.168606,79.932247,PM10,49,192,111
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",27-03-2025 13:00,19.8389439,75.244448,CO,32,45,43
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",27-03-2025 13:00,19.16485,73.23409,PM10,47,112,69
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",27-03-2025 13:00,19.16485,73.23409,CO,6,50,23
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",27-03-2025 13:00,19.0243902,73.0406721,PM10,28,109,74
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",27-03-2025 13:00,19.309073,73.057223,OZONE,12,73,23
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",27-03-2025 13:00,19.9629,79.298714,PM2.5,90,288,168
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",27-03-2025 13:00,19.9629,79.298714,NO2,25,65,37
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",27-03-2025 13:00,23.168606,79.932247,SO2,14,25,17
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",27-03-2025 13:00,23.168606,79.932247,OZONE,1,96,57
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",27-03-2025 13:00,23.218135,79.95777,PM10,38,158,87
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",27-03-2025 13:00,23.8640158,78.80289321,PM2.5,34,204,98
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",27-03-2025 13:00,24.10897,82.64558,PM2.5,33,336,180
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",27-03-2025 13:00,19.854616,75.905894,PM2.5,69,323,113
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",27-03-2025 13:00,19.854616,75.905894,PM10,16,194,86
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",27-03-2025 13:00,19.25292,73.142019,PM2.5,43,79,54
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",27-03-2025 13:00,19.25292,73.142019,SO2,3,5,4
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",27-03-2025 13:00,19.192056,72.9585188,CO,6,42,26
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",27-03-2025 13:00,19.192056,72.9585188,OZONE,1,78,12
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",27-03-2025 13:00,16.6870449,74.2505872,PM2.5,20,46,35
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",27-03-2025 13:00,19.083694,72.920967,CO,2,20,10
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",27-03-2025 13:00,19.083694,72.920967,OZONE,2,30,9
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",27-03-2025 13:00,19.2058,72.8682,PM10,45,45,45
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",27-03-2025 13:00,19.215859,72.831718,NH3,3,9,7
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",27-03-2025 13:00,19.215859,72.831718,SO2,2,4,3
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",27-03-2025 13:00,19.0632143,72.8456324,NH3,5,12,9
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",27-03-2025 13:00,19.1653323,72.922099,SO2,4,12,7
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",27-03-2025 13:00,19.10078,72.87462,CO,18,22,20
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",27-03-2025 13:00,18.91,72.82,CO,24,26,24
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",27-03-2025 13:00,18.91,72.82,OZONE,7,15,12
India,Maharashtra,Mumbai,"Deo45r, Mumbai - IITM",27-03-2025 13:00,19.04946,72.923,PM2.5,45,45,45
India,Maharashtra,Mumbai,"Deo45r, Mumbai - IITM",27-03-2025 13:00,19.04946,72.923,NO2,45,45,45
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",27-03-2025 13:00,19.083694,72.920967,PM2.5,23,43,31
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",27-03-2025 13:00,19.083694,72.920967,NH3,4,12,7
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",27-03-2025 13:00,16.6870449,74.2505872,NO2,7,11,9
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",27-03-2025 13:00,16.6870449,74.2505872,CO,6,27,19
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",27-03-2025 13:00,18.39963,76.57452,CO,2,107,18
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",27-03-2025 13:00,18.39963,76.57452,OZONE,11,129,59
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",27-03-2025 13:00,20.555712,74.529236,PM2.5,29,311,73
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",27-03-2025 13:00,20.555712,74.529236,CO,8,105,19
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",27-03-2025 13:00,19.296481,72.840923,PM2.5,24,46,33
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",27-03-2025 13:00,19.296481,72.840923,NO2,6,24,14
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",27-03-2025 13:00,19.296481,72.840923,NH3,1,3,2
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",27-03-2025 13:00,19.065931,72.862131,NO2,16,53,30
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",27-03-2025 13:00,19.0863,72.8888,OZONE,28,29,28
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",27-03-2025 13:00,18.96702,72.84214,NH3,5,6,5
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",27-03-2025 13:00,19.1878657,72.8304069,PM2.5,26,47,34
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",27-03-2025 13:00,18.9767,72.838,CO,45,45,45
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",27-03-2025 13:00,19.11074,72.86084,OZONE,3,61,32
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",27-03-2025 13:00,19.0364585,72.8954371,CO,8,19,13
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",27-03-2025 13:00,19.1878657,72.8304069,NO2,6,42,17
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",27-03-2025 13:00,19.175,72.9419,SO2,45,45,45
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",27-03-2025 13:00,21.001264,75.565602,PM2.5,49,128,89
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",27-03-2025 13:00,21.001264,75.565602,SO2,45,45,45
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",27-03-2025 13:00,20.0073285,73.7762427,CO,33,42,37
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",27-03-2025 13:00,20.021503,73.813844,NO2,2,8,4
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",27-03-2025 13:00,20.021503,73.813844,SO2,7,19,12
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",27-03-2025 13:00,19.95022,73.73148,NH3,3,7,4
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",27-03-2025 13:00,19.9591346,73.7788008,PM10,42,153,97
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",27-03-2025 13:00,19.9591346,73.7788008,NO2,6,18,11
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",27-03-2025 13:00,19.9591346,73.7788008,NH3,4,6,5
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",27-03-2025 13:00,19.9591346,73.7788008,CO,5,26,16
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",27-03-2025 13:00,19.090337,73.014232,NH3,6,24,10
India,Maharashtra,45vi Mumbai,"Mahape, 45vi Mumbai - MPCB",27-03-2025 13:00,19.1135051,73.008978,NH3,45,45,45
India,Maharashtra,45vi Mumbai,"Mahape, 45vi Mumbai - MPCB",27-03-2025 13:00,19.1135051,73.008978,SO2,45,45,45
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",27-03-2025 13:00,19.0575752,73.0151367,PM10,46,104,82
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",27-03-2025 13:00,19.0575752,73.0151367,SO2,3,13,8
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",27-03-2025 13:00,19.02579,73.10297,PM10,39,86,57
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",27-03-2025 13:00,19.02579,73.10297,NO2,1,43,14
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",27-03-2025 13:00,19.02579,73.10297,NH3,5,14,8
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",27-03-2025 13:00,19.02579,73.10297,CO,5,16,12
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",27-03-2025 13:00,19.063,73.1209,PM2.5,39,93,68
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",27-03-2025 13:00,19.063,73.1209,OZONE,1,63,15
India,Maharashtra,Pune,"Bhosari, Pune - IITM",27-03-2025 13:00,18.640051,73.848956,PM10,52,150,88
India,Maharashtra,Pune,"Bhosari, Pune - IITM",27-03-2025 13:00,18.640051,73.848956,CO,33,80,58
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",27-03-2025 13:00,18.501793,73.927532,PM2.5,45,45,45
India,Maharashtra,Pune,"Karve Road, Pune - MPCB",27-03-2025 13:00,18.5011743,73.8165527,SO2,31,63,47
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",27-03-2025 13:00,18.45445,73.854155,PM2.5,50,76,61
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",27-03-2025 13:00,18.45445,73.854155,SO2,2,4,3
